"","job_ad_id","job_city","job_industry","job_type","job_fed_contractor","job_equal_opp_employer","job_ownership","job_req_any","job_req_communication","job_req_education","job_req_min_experience","job_req_computer","job_req_organization","job_req_school","received_callback","firstname","race","gender","years_college","college_degree","honors","worked_during_school","years_experience","computer_skills","special_skills","volunteer","military","employment_holes","has_email_address","resume_quality"
"1216",650,"Chicago","transportation_communication","secretary",0,0,"private",1,1,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,0,1,5,1,0,0,0,0,1,"high"
"1217",650,"Chicago","transportation_communication","secretary",0,0,"private",1,1,0,"",1,0,"none_listed",0,"Kristen","white","f",4,1,0,0,5,1,0,0,0,1,0,"low"
"1218",650,"Chicago","transportation_communication","secretary",0,0,"private",1,1,0,"",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,0,6,1,1,1,0,1,1,"high"
"1223",652,"Chicago","manufacturing","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Anne","white","f",4,1,0,1,7,1,0,1,0,0,1,"high"
"1224",652,"Chicago","manufacturing","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Jill","white","f",4,1,0,0,6,1,0,0,0,1,0,"low"
"1225",652,"Chicago","manufacturing","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,8,1,0,0,0,0,1,"high"
"1226",652,"Chicago","manufacturing","retail_sales",0,1,"private",1,0,0,"some",0,0,"none_listed",0,"Tanisha","black","f",3,0,0,0,8,1,0,0,0,1,0,"low"
"1227",653,"Chicago","other_service","clerical",0,1,"nonprofit",1,1,0,"some",0,1,"none_listed",0,"Emily","white","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"1228",653,"Chicago","other_service","clerical",0,1,"nonprofit",1,1,0,"some",0,1,"none_listed",0,"Latoya","black","f",4,1,1,1,5,1,0,0,0,1,1,"high"
"1229",653,"Chicago","other_service","clerical",0,1,"nonprofit",1,1,0,"some",0,1,"none_listed",0,"Meredith","white","f",2,0,0,0,6,1,0,0,0,0,0,"low"
"1230",653,"Chicago","other_service","clerical",0,1,"nonprofit",1,1,0,"some",0,1,"none_listed",0,"Tamika","black","f",4,1,0,1,6,1,0,0,0,1,0,"low"
"1235",655,"Chicago","other_service","secretary",0,1,"unknown",1,0,0,"",1,0,"none_listed",0,"Leroy","black","m",4,1,0,1,7,1,1,0,0,0,0,"low"
"1236",655,"Chicago","other_service","secretary",0,1,"unknown",1,0,0,"",1,0,"none_listed",0,"Matthew","white","m",4,1,0,1,7,1,1,1,0,0,1,"high"
"1237",655,"Chicago","other_service","secretary",0,1,"unknown",1,0,0,"",1,0,"none_listed",0,"Neil","white","m",4,1,0,0,3,1,1,0,0,1,0,"low"
"1238",655,"Chicago","other_service","secretary",0,1,"unknown",1,0,0,"",1,0,"none_listed",0,"Tyrone","black","m",4,1,0,1,8,1,1,0,0,0,1,"high"
"1239",656,"Chicago","wholesale_and_retail_trade","supervisor",0,0,"private",1,0,0,"5",1,0,"none_listed",0,"Meredith","white","f",4,1,0,0,6,1,1,1,0,1,1,"high"
"1240",656,"Chicago","wholesale_and_retail_trade","supervisor",0,0,"private",1,0,0,"5",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,1,7,1,0,0,0,0,1,"high"
"1241",658,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Carrie","white","f",4,1,0,1,21,1,0,0,0,1,1,"high"
"1242",658,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Emily","white","f",4,1,1,0,12,1,0,0,0,1,0,"low"
"1243",658,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Keisha","black","f",2,0,0,1,5,1,0,1,0,1,0,"low"
"1244",658,"Chicago","business_and_personal_service","retail_sales",0,1,"private",1,0,1,"3",1,0,"high_school_grad",0,"Lakisha","black","f",3,0,0,1,5,1,0,1,0,0,1,"high"
"1249",240,"Boston","business_and_personal_service","manager",0,1,"public",1,0,1,"3",0,0,"some_college",0,"Allison","white","f",4,1,0,0,18,1,0,1,0,0,0,"high"
"1250",216,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Anne","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"1251",279,"Boston","manufacturing","sales_rep",0,1,"private",1,0,1,"some",0,0,"some_college",0,"Brad","white","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1252",113,"Boston","transportation_communication","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Brett","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"1253",52,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Darnell","black","m",4,1,0,0,8,0,0,0,0,1,0,"low"
"1254",216,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Darnell","black","m",4,1,0,1,6,1,0,0,0,0,0,"low"
"1255",240,"Boston","business_and_personal_service","manager",0,1,"public",1,0,1,"3",0,0,"some_college",0,"Darnell","black","m",4,1,0,0,26,0,0,0,0,0,0,"low"
"1256",279,"Boston","manufacturing","sales_rep",0,1,"private",1,0,1,"some",0,0,"some_college",0,"Ebony","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1260",240,"Boston","business_and_personal_service","manager",0,1,"public",1,0,1,"3",0,0,"some_college",0,"Jay","white","m",4,1,0,0,8,1,0,0,0,0,0,"low"
"1261",52,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Jermaine","black","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"1263",216,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",1,"Keisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"1264",279,"Boston","manufacturing","sales_rep",0,1,"private",1,0,1,"some",0,0,"some_college",0,"Keisha","black","f",4,1,0,1,2,1,0,1,1,0,1,"high"
"1266",113,"Boston","transportation_communication","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Latonya","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1268",279,"Boston","manufacturing","sales_rep",0,1,"private",1,0,1,"some",0,0,"some_college",0,"Meredith","white","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"1269",113,"Boston","transportation_communication","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"1270",52,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,0,13,1,0,0,0,0,0,"low"
"1271",113,"Boston","transportation_communication","sales_rep",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Rasheed","black","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"1272",216,"Boston","business_and_personal_service","retail_sales",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Todd","white","m",4,1,0,0,7,0,0,0,0,1,0,"low"
"1273",52,"Boston","wholesale_and_retail_trade","sales_rep",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Todd","white","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"1276",240,"Boston","business_and_personal_service","manager",0,1,"public",1,0,1,"3",0,0,"some_college",0,"Tyrone","black","m",4,1,0,1,14,1,1,1,0,0,0,"high"
"1285",662,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Anne","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1286",662,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Ebony","black","f",3,0,0,1,5,0,1,0,0,1,0,"low"
"1287",662,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Emily","white","f",2,0,0,0,19,0,0,1,0,0,1,"high"
"1288",662,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",0,0,"none_listed",0,"Tamika","black","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"1293",664,"Boston","other_service","secretary",0,1,"nonprofit",1,0,1,"some",1,0,"college",0,"Ebony","black","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"1294",664,"Boston","other_service","secretary",0,1,"nonprofit",1,0,1,"some",1,0,"college",0,"Kristen","white","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1295",664,"Boston","other_service","secretary",0,1,"nonprofit",1,0,1,"some",1,0,"college",0,"Laurie","white","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"1296",664,"Boston","other_service","secretary",0,1,"nonprofit",1,0,1,"some",1,0,"college",0,"Tamika","black","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"1297",665,"Boston","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"1298",665,"Boston","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,1,9,1,0,1,0,1,1,"high"
"1299",665,"Boston","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",3,0,0,0,1,1,1,0,0,1,0,"low"
"1300",665,"Boston","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"1301",666,"Boston","transportation_communication","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Anne","white","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1302",666,"Boston","transportation_communication","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,0,1,5,0,1,0,0,1,0,"low"
"1303",666,"Boston","transportation_communication","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",2,0,0,0,19,0,0,1,0,0,1,"high"
"1304",666,"Boston","transportation_communication","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",3,0,0,0,1,1,1,0,0,1,0,"low"
"1305",667,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1306",667,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,1,1,26,1,1,1,0,1,1,"high"
"1307",667,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"1308",667,"Boston","business_and_personal_service","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1309",306,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Allison","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1310",306,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Hakim","black","m",4,1,0,1,8,1,0,1,0,0,1,"high"
"1311",306,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Jamal","black","m",4,1,0,1,6,0,0,0,0,0,0,"low"
"1312",306,"Boston","wholesale_and_retail_trade","retail_sales",0,1,"private",0,0,0,"",0,0,"none_listed",1,"Jay","white","m",4,1,0,1,6,1,0,1,0,1,1,"high"
"1343",676,"Chicago","manufacturing","clerical",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Emily","white","f",2,0,0,1,3,1,0,1,0,1,0,"low"
"1344",676,"Chicago","manufacturing","clerical",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Kenya","black","f",3,0,0,1,9,1,0,0,0,0,0,"low"
"1345",676,"Chicago","manufacturing","clerical",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Latonya","black","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"1346",676,"Chicago","manufacturing","clerical",0,0,"private",1,1,0,"",0,0,"none_listed",0,"Sarah","white","f",3,0,0,1,5,1,1,1,0,0,1,"high"
"1347",677,"Chicago","other_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Emily","white","f",4,1,0,1,11,1,1,0,0,0,1,"high"
"1348",677,"Chicago","other_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",3,0,0,1,14,1,0,0,0,0,1,"high"
"1349",677,"Chicago","other_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,10,1,0,0,0,1,0,"low"
"1350",677,"Chicago","other_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Sarah","white","f",4,1,1,0,9,1,0,0,0,1,0,"low"
"1355",679,"Chicago","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",4,1,0,1,11,1,0,1,0,0,1,"high"
"1356",679,"Chicago","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",4,1,0,1,11,1,0,1,0,0,1,"high"
"1357",679,"Chicago","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1358",679,"Chicago","wholesale_and_retail_trade","clerical",0,1,"private",1,0,0,"",1,0,"none_listed",0,"Meredith","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1363",681,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",4,1,0,1,14,1,0,0,0,0,0,"low"
"1364",681,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"1365",681,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Keisha","black","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1366",681,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",4,1,0,1,6,1,0,1,0,0,1,"high"
"1367",682,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Jill","white","f",4,1,0,1,6,1,0,0,0,1,0,"low"
"1368",682,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,1,3,1,1,1,1,0,1,"high"
"1369",682,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",4,1,0,1,5,1,0,1,0,0,1,"high"
"1370",682,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"1371",683,"Chicago","other_service","supervisor",1,1,"public",1,0,0,"some",1,0,"none_listed",1,"Carrie","white","f",4,1,0,1,12,1,0,0,0,0,0,"low"
"1372",683,"Chicago","other_service","supervisor",1,1,"public",1,0,0,"some",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,1,13,1,0,0,0,0,0,"low"
"1373",683,"Chicago","other_service","supervisor",1,1,"public",1,0,0,"some",1,0,"none_listed",0,"Laurie","white","f",3,0,0,0,12,1,0,1,0,1,1,"high"
"1374",683,"Chicago","other_service","supervisor",1,1,"public",1,0,0,"some",1,0,"none_listed",0,"Tanisha","black","f",3,0,0,0,11,1,0,1,0,1,0,"high"
"1376",280,"Boston","manufacturing","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Aisha","black","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"1388",159,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",0,"Keisha","black","f",4,1,0,1,8,1,0,1,0,0,1,"high"
"1392",159,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",0,"Kristen","white","f",4,1,0,1,6,1,0,0,0,0,0,"low"
"1393",159,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",0,"Lakisha","black","f",4,1,0,0,7,0,0,0,0,1,0,"low"
"1397",280,"Boston","manufacturing","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Leroy","black","m",4,1,0,0,20,0,0,1,0,0,0,"high"
"1398",280,"Boston","manufacturing","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,0,13,1,0,0,0,0,0,"low"
"1399",159,"Boston","transportation_communication","retail_sales",0,1,"public",1,1,0,"",0,0,"none_listed",0,"Matthew","white","m",4,1,0,1,2,1,0,1,1,0,1,"high"
"1400",280,"Boston","manufacturing","sales_rep",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Neil","white","m",4,1,0,1,5,1,1,1,0,0,0,"high"
"1407",684,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Latoya","black","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1408",684,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Meredith","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1409",684,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Sarah","white","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"1410",684,"Boston","other_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Tanisha","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1411",685,"Boston","manufacturing","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Jill","white","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1412",685,"Boston","manufacturing","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1413",685,"Boston","manufacturing","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1414",685,"Boston","manufacturing","clerical",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1415",686,"Boston","other_service","secretary",1,1,"public",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",4,1,1,0,8,1,1,1,0,1,1,"high"
"1416",686,"Boston","other_service","secretary",1,1,"public",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",3,0,0,1,16,1,1,1,0,0,1,"high"
"1417",686,"Boston","other_service","secretary",1,1,"public",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"1418",686,"Boston","other_service","secretary",1,1,"public",1,0,0,"",1,0,"none_listed",0,"Laurie","white","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1419",687,"Boston","other_service","secretary",0,1,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",3,0,1,1,26,1,1,1,0,1,1,"high"
"1420",687,"Boston","other_service","secretary",0,1,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Emily","white","f",3,0,0,0,2,1,1,0,0,1,0,"low"
"1421",687,"Boston","other_service","secretary",0,1,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Kenya","black","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"1422",687,"Boston","other_service","secretary",0,1,"nonprofit",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"1423",688,"Boston","business_and_personal_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Latonya","black","f",3,0,0,0,2,0,1,0,0,1,0,"low"
"1424",688,"Boston","business_and_personal_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Laurie","white","f",3,0,0,0,1,1,1,0,0,1,0,"low"
"1425",688,"Boston","business_and_personal_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Meredith","white","f",4,1,0,0,5,1,1,1,0,1,1,"high"
"1426",688,"Boston","business_and_personal_service","clerical",0,0,"private",0,0,0,"",0,0,"none_listed",0,"Tamika","black","f",3,0,0,1,4,1,1,1,0,1,1,"high"
"1427",689,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Kristen","white","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"1428",689,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Latonya","black","f",3,0,0,1,7,1,1,0,0,1,0,"low"
"1429",689,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Sarah","white","f",4,1,0,0,14,1,0,1,0,1,1,"high"
"1430",689,"Boston","other_service","secretary",0,0,"unknown",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",4,1,0,1,9,1,0,1,0,1,1,"high"
"1431",690,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Allison","white","f",4,1,0,0,11,1,1,0,0,1,0,"low"
"1432",690,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Anne","white","f",2,0,0,0,16,1,1,0,0,1,1,"high"
"1433",690,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Lakisha","black","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1434",690,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tamika","black","f",3,0,0,1,5,0,1,0,0,1,0,"low"
"1439",692,"Boston","business_and_personal_service","secretary",1,0,"private",0,0,0,"",0,0,"none_listed",0,"Carrie","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1440",692,"Boston","business_and_personal_service","secretary",1,0,"private",0,0,0,"",0,0,"none_listed",0,"Ebony","black","f",4,1,0,1,9,1,1,1,0,1,1,"high"
"1441",692,"Boston","business_and_personal_service","secretary",1,0,"private",0,0,0,"",0,0,"none_listed",0,"Laurie","white","f",4,1,0,1,5,1,1,1,0,0,1,"high"
"1442",692,"Boston","business_and_personal_service","secretary",1,0,"private",0,0,0,"",0,0,"none_listed",0,"Tanisha","black","f",4,1,0,0,7,0,1,0,0,1,0,"low"
"1443",693,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Carrie","white","f",4,1,0,1,9,1,1,1,0,1,1,"high"
"1444",693,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Ebony","black","f",3,0,0,0,13,1,1,0,0,1,1,"low"
"1445",693,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",1,"Kristen","white","f",3,0,0,0,4,1,1,0,0,1,0,"low"
"1446",693,"Boston","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Tanisha","black","f",4,1,1,0,8,1,1,1,0,1,1,"high"
"1453",695,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Aisha","black","f",4,1,0,1,4,1,0,0,0,0,0,"low"
"1454",695,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Allison","white","f",4,1,0,0,4,1,0,0,0,1,0,"low"
"1455",695,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Carrie","white","f",3,0,0,0,4,1,1,1,0,1,1,"high"
"1456",695,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"",1,0,"none_listed",0,"Latoya","black","f",4,1,0,0,4,1,0,0,1,1,1,"high"
"1457",696,"Chicago","other_service","supervisor",0,1,"nonprofit",1,0,0,"",0,1,"none_listed",0,"Anne","white","f",4,1,0,0,7,1,0,1,0,1,1,"high"
"1458",696,"Chicago","other_service","supervisor",0,1,"nonprofit",1,0,0,"",0,1,"none_listed",0,"Emily","white","f",4,1,0,1,6,1,1,0,0,0,0,"low"
"1459",696,"Chicago","other_service","supervisor",0,1,"nonprofit",1,0,0,"",0,1,"none_listed",0,"Latoya","black","f",4,1,0,0,5,1,1,0,0,1,0,"low"
"1460",696,"Chicago","other_service","supervisor",0,1,"nonprofit",1,0,0,"",0,1,"none_listed",0,"Tamika","black","f",3,0,0,0,7,1,0,1,0,1,1,"high"
"1461",697,"Chicago","other_service","clerical",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Anne","white","f",4,1,0,1,6,1,0,0,0,1,0,"low"
"1462",697,"Chicago","other_service","clerical",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Emily","white","f",3,0,0,1,16,1,1,0,0,0,1,"high"
"1463",697,"Chicago","other_service","clerical",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Kenya","black","f",4,1,0,1,8,1,1,0,0,1,0,"low"
"1464",697,"Chicago","other_service","clerical",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Latoya","black","f",4,1,0,1,7,1,1,0,0,0,1,"high"
"1473",700,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Anne","white","f",4,1,0,0,7,1,0,1,0,1,1,"high"
"1474",700,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Kenya","black","f",3,0,0,1,6,1,0,0,0,0,1,"low"
"1475",700,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Kristen","white","f",4,1,0,0,7,1,0,0,0,1,0,"low"
"1476",700,"Chicago","finance_insurance_real_estate","secretary",0,0,"public",1,0,0,"",0,0,"none_listed",0,"Latoya","black","f",4,1,0,1,7,1,0,0,0,1,1,"high"
"1479",702,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Aisha","black","f",3,0,0,1,6,1,0,0,0,0,0,"low"
"1480",702,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Jill","white","f",4,1,0,0,5,1,0,0,0,1,1,"low"
"1481",702,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Kristen","white","f",4,1,0,0,7,1,0,1,0,1,1,"high"
"1482",702,"Chicago","business_and_personal_service","secretary",0,0,"private",1,0,0,"1",1,0,"none_listed",0,"Lakisha","black","f",3,0,0,0,7,1,0,1,0,1,1,"high"
"1483",703,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"5",0,1,"none_listed",0,"Anne","white","f",4,1,0,1,9,0,0,0,0,1,0,"low"
"1484",703,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"5",0,1,"none_listed",0,"Kenya","black","f",4,1,0,1,8,1,1,1,0,0,1,"high"
"1485",703,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"5",0,1,"none_listed",0,"Kristen","white","f",3,0,0,0,9,1,1,1,0,1,1,"high"
"1486",703,"Chicago","business_and_personal_service","clerical",0,0,"private",1,0,0,"5",0,1,"none_listed",0,"Tamika","black","f",4,1,0,0,8,0,0,0,0,1,0,"low"
"1491",705,"Chicago","finance_insurance_real_estate","sales_rep",0,0,"private",1,1,0,"",1,1,"none_listed",0,"Brendan","white","m",4,1,0,1,4,1,0,0,0,0,0,"low"
